,title,date,month,year,source,order_month,label,url
247,Penculikan Anak di Cibinong Kabupaten Bogor ,2020-01-01,January,2020,kominfo,1,,
248,Video Gus Dur Dibaptis ,2020-01-01,January,2020,kominfo,1,,
249,Menteri Yasonna Akhirnya Mundur usai Di Demo Warga Tanjung Priok ,2020-01-01,January,2020,kominfo,1,,
250,Promo Flash Sale Mengatasnamakan PT Gree Electric Appliances Indonesia ,2020-01-01,January,2020,kominfo,1,,
251,Surat Undangan Rapat Koordinasi Mengatasnamakan Kemenkop dan UKM ,2020-01-01,January,2020,kominfo,1,,
252,"Nadiem Makarim Sebut NEM, IPK, dan Ranking Tak Berpengaruh pada Kesuksesan ",2020-01-01,January,2020,kominfo,1,,
253,Kepanikan luar biasa orang2 china akibat #VirusCorona ,2020-01-01,January,2020,kominfo,1,,
254,Virus Hepatitis di Bantaeng Karena Penjual Makanan ,2020-01-01,January,2020,kominfo,1,,
255,Aksi Pemalakan terhadap Sopir Truk di Sidoarjo ,2020-01-01,January,2020,kominfo,1,,
256,"Virus Corona Sudah Masuk di Jakarta, 1 Pasien di RSPI Sulianti Saroso Jakarta Sedang ",2020-01-01,January,2020,kominfo,1,,
257,Orang Terinfeksi Virus Corona Di Rumah Sakit Wahidin Makassar ,2020-01-01,January,2020,kominfo,1,,
258,"Baru Datang dari Malaysia, Seorang Pasien Meninggal Mendadak Diduga Terkena Virus ",2020-01-01,January,2020,kominfo,1,,
259,Ular Cobra Raksasa Keluar dari Air Sungai ,2020-01-01,January,2020,kominfo,1,,
260,Pasien Corona di RSUD Dr Moewardi Solo ,2020-01-01,January,2020,kominfo,1,,
261,Virus Corona Dapat Dicegah dengan Rutin Minum Air Putih dan Menjaga Tengggorokan ,2020-01-01,January,2020,kominfo,1,,
262,Sup Kelelawar Penyebab Virus Corona ,2020-01-01,January,2020,kominfo,1,,
263,Surat Panggilan Test Calon Karyawan PPertamina (Perserpada 28 Januari 2020 ,2020-01-01,January,2020,kominfo,1,,
264,Pasien Umur 7 Bulan Meninggal karena Virus Corona di RSUD DSoetomo ,2020-01-01,January,2020,kominfo,1,,
265,WNA Asal China Terserang Corona di RSU Dr Soetomo Surabaya ,2020-01-01,January,2020,kominfo,1,,
266,Viral Video Detik-detik Helikopter Kobe Bryant Jatuh dan Meledak ,2020-01-01,January,2020,kominfo,1,,
267,Vaksin Virus Corona Sudah Ada Dan Dikembangkan Sebelumnya ,2020-01-01,January,2020,kominfo,1,,
268,Penyembuhan Virus Corona dengan Bawang Putih ,2020-01-01,January,2020,kominfo,1,,
269,HP Xiaomi Buatan China Dapat Menularkan Virus Corona ,2020-01-01,January,2020,kominfo,1,,
270,Korban Meninggal Terkena Virus Korona di Singapura ,2020-01-01,January,2020,kominfo,1,,
271,Virus Korona Sengaja Disebarkan Rezim Tiongkok untuk Membasmi Umat Islam di ,2020-01-01,January,2020,kominfo,1,,
272,Beras Plastik Telah Beredar di Kota Ambon ,2020-01-01,January,2020,kominfo,1,,
273,"Hanya Butuh Setahun, Anies Jamin Udara di Jakarta Sama seperti di Puncak ",2020-01-01,January,2020,kominfo,1,,
274,Pasien Terjangkit Virus Corona Di RSHS Bandung ,2020-01-01,January,2020,kominfo,1,,
275,Penumpang Meninggal Karena Virus Corona di Terminal 3 Bandara Soekarno Hatta ,2020-01-01,January,2020,kominfo,1,,
276,Habis Semua Dimakan Pak Jokowi Termasuk Tikus ,2020-01-01,January,2020,kominfo,1,,
277,Video Spesies Cacing di Kaleng ,2020-01-01,January,2020,kominfo,1,,
278,Virus Corona Telah Masuk di Palembang ,2020-01-01,January,2020,kominfo,1,,
279,Korban Meninggal di Wuhan Akibat Virus Corona Mencapai Sepuluh Ribu Orang ,2020-01-01,January,2020,kominfo,1,,
280,Polsek Tampan Panam Telah Menemukan 40 Motor di Tempat Penadah ,2020-01-01,January,2020,kominfo,1,,
281,Pasien Terjangkit Virus Corona di RSUD Tarakan ,2020-01-01,January,2020,kominfo,1,,
282,Jokowi: Virus corona minum bodrex 5 menit langsung sembuh ,2020-01-01,January,2020,kominfo,1,,
283,Foto Mayat Bergelimpangan di Jalanan Kota Wuhan yang Disebut Korban Virus Corona ,2020-01-01,January,2020,kominfo,1,,
284,"Diduga Terjangkit Virus Corona, Satu Pasien RS Doris Sylvanus Diisolasi ",2020-01-01,January,2020,kominfo,1,,
285,Seorang Pasien Terpapar Virus Corona di RS Siloam Jember ,2020-01-01,January,2020,kominfo,1,,
286,"Sabotase Gorong-gorong ditumpuki Pasir di Sepanjang Jalan Kramat Raya, Jakarta ",2020-01-01,January,2020,kominfo,1,,
287,Tidak Diizinkan Pulang Petugas Transjakarta Ditemukan Tewas ,2020-01-01,January,2020,kominfo,1,,
288,Tiga Orang TKA China PIWIP Meninggal Dunia Akibat Virus Corona ,2020-01-01,January,2020,kominfo,1,,
289,Video Detik-detik Warga Terkena Virus Corona Di Pusat Perbelanjaan Lombok ,2020-01-01,January,2020,kominfo,1,,
290,Virus Corona Menyerang Shah Alam Selangor ,2020-01-01,January,2020,kominfo,1,,
291,Pasien di RSUD Zainoel Abidin Banda Aceh Positif Terkena Virus Corona ,2020-01-01,January,2020,kominfo,1,,
292,RKanujoso Balikpapan Menerima Pasien Positif Corona ,2020-01-01,January,2020,kominfo,1,,
293,Seorang Warga di Depok Diisolasi karena Diduga Terinfeksi Virus Corona ,2020-01-01,January,2020,kominfo,1,,
294,Korban Penculikan di SMP 6 Bengkulu Jantungnya Hilang ,2020-01-01,January,2020,kominfo,1,,
295,Virus Corona Pertama Kali Ditemukan di Arab Saudi ,2020-01-01,January,2020,kominfo,1,,
296,Presiden China Umumkan Virus Corona Sudah Jadi Epidemi dan Memohon Doa Umat ,2020-01-01,January,2020,kominfo,1,,
297,Virus Corona Merupakan Senjata Biologis yang Bocor dari Laboratorium Wuhan ,2020-01-01,January,2020,kominfo,1,,
298,CHINA Baru Saja Bangun Rumah Sakit 57 Lantai ,2020-01-01,January,2020,kominfo,1,,
299,Virus Corona Wuhan Adalah Hasil Perkawinan Virus Kelelawar dan Virus Babi ,2020-01-01,January,2020,kominfo,1,,
300,Virus Corona Diduga Bermunculan di Pasar Wuhan yang Menjual Aneka Satwa Liar ,2020-01-01,January,2020,kominfo,1,,
301,Surat Ajakan Debat Terbuka Yang Diadakan Pengurus Cabang Muhammadiyah Jember ,2020-01-01,January,2020,kominfo,1,,
302,Kabar Adanya Pasien Positif Corona di RS Columbia Asia Medan Bersumber dari Pro,2020-01-01,January,2020,kominfo,1,,
303,Umat Islam Diintimidasi dan Dilarang Beribadah OLeh Laskar Kristen ,2020-01-01,January,2020,kominfo,1,,
304,Donasi Imtihan Santri Wisuda Tahfidz dari Pesantren Yatim Al Hilal Mencatut Nama dan ,2020-01-01,January,2020,kominfo,1,,
305,Kitab Iqro Sudah Lama Memprediksi Terjadinya Virus Corona ,2020-01-01,January,2020,kominfo,1,,
306,Kakek Buta di Sentul Disebut Pengemis Modus Perampokan ,2020-01-01,January,2020,kominfo,1,,
307,Mushola di Minahasa Utara dirusak oleh Sekelompok Orang ,2020-01-01,January,2020,kominfo,1,,
308,Penyerangan Terhadap Sopir Bus di Kalimantan ,2020-01-01,January,2020,kominfo,1,,
309,Pembunuhan Anak SMPN 6 Cirebon Diambil Ginjalnya ,2020-01-01,January,2020,kominfo,1,,
310,Warga Bantul Meninggal Dunia Digigit Anjing Rabies ,2020-01-01,January,2020,kominfo,1,,
311,Berjilbab Bikin Rambut Mudah Rontok ,2020-01-01,January,2020,kominfo,1,,
312,Penculikan Anak SD di Tanjung Selor ,2020-02-01,February,2020,kominfo,2,,
313,Warga Jombang Terkena Virus Corona ,2020-02-01,February,2020,kominfo,2,,
314,Pasien Virus Corona Sudah Masuk di RSUD Rabain Muara Enim ,2020-02-01,February,2020,kominfo,2,,
315,Nadiem Makarim Bayar 6 Triliun Rupiah Untuk Jadi Mendikbud ,2020-02-01,February,2020,kominfo,2,,
316,Passing Grade Universitas Indonesia ,2020-02-01,February,2020,kominfo,2,,
317,Virus Corona Bisa Menular Lewat Game Free Fire ,2020-02-01,February,2020,kominfo,2,,
318,"Bakso Daging Tikus di Pilangkenceng, Kabupaten Madiun ",2020-02-01,February,2020,kominfo,2,,
319,Mahasiswa Indonesia di Wuhan Tidak Boleh Keluar Kamar ,2020-02-01,February,2020,kominfo,2,,
320,Pasien Positif Suspek Virus Corona di Singkawang ,2020-02-01,February,2020,kominfo,2,,
321,Undangan Seminar Dana Kelompok Pembudidaya Ikan Mengatasnamakan DJPB ,2020-02-01,February,2020,kominfo,2,,
322,Pasien Virus Corona di RSUD dr Iskak Tulungagung ,2020-02-01,February,2020,kominfo,2,,
323,Penduduk Wuhan Berteriak-teriak Gak Karuan ,2020-02-01,February,2020,kominfo,2,,
324,Video Gempa dan Tsunami di Kuba Perbatasan Jamaica ,2020-02-01,February,2020,kominfo,2,,
325,5 Pasien Positif Terkena Virus Corona di Semarang dan 1 Orang Meninggal ,2020-02-01,February,2020,kominfo,2,,
326,Tidur di Lantai Bisa Sebabkan Paru-Paru Basah ,2020-02-01,February,2020,kominfo,2,,
327,Video Pungli Oknum Polantas Simalungun ,2020-02-01,February,2020,kominfo,2,,
328,Virus Corona sudah Masuk di Pekanbaru ,2020-02-01,February,2020,kominfo,2,,
329,Pasien Virus Corona di RSUD Bahteramas ,2020-02-01,February,2020,kominfo,2,,
330,Akun Mengatasnamakan Gubernur Kaltim Isran Noor Meminta Nomor Kode Whatsapp ,2020-02-01,February,2020,kominfo,2,,
331,"Kayau di Kuayan, Kotawaringin Timur ",2020-02-01,February,2020,kominfo,2,,
332,Imbauan Ibu Dubes KBRI Kuala Lumpur Soal Produk China ,2020-02-01,February,2020,kominfo,2,,
333,Virus Corona Bisa Menyebar Lewat Tatapan Mata ,2020-02-01,February,2020,kominfo,2,,
334,Dua Penumpang Lion Air Meninggal karena Virus Corona ,2020-02-01,February,2020,kominfo,2,,
335,Wudhu Bisa Hancurkan Virus Corona ,2020-02-01,February,2020,kominfo,2,,
336,China Dilaporkan Diam-diam Kremasi Korban Virus Corona ,2020-02-01,February,2020,kominfo,2,,
337,"Tahta Telah Membutakan Mata Hatinya, Blak-Blakan Ketua MPR RI, Andai Jokowi Dilengserkan, Bamsoet ",2020-02-01,February,2020,kominfo,2,,
338,Perlakuan Tidak Baik dari Seorang Dokter Terhadap Kivlan Zein ,2020-02-01,February,2020,kominfo,2,,
339,Pasien Virus Corona di RS SOHC Sangatta ,2020-02-01,February,2020,kominfo,2,,
340,Dettol Antiseptik Bisa Membunuh Virus Corona yang Muncul di Wuhan ,2020-02-01,February,2020,kominfo,2,,
341,Foto Banjir di Calon Ibu Kota Baru ,2020-02-01,February,2020,kominfo,2,,
342,"Produknya Tak Laku, Warga Tiongkok Ngamuk-ngamuk di Malaysia ",2020-02-01,February,2020,kominfo,2,,
343,Penyemprotan Disinfeksi Asal-asalan ,2020-02-01,February,2020,kominfo,2,,
344,Ratusan Warga Tinggalkan Kepulauan Natuna Takut Tertular Virus Corona ,2020-02-01,February,2020,kominfo,2,,
345,Kumur Air Garam dapat Mencegah Pneumonia Wuhan ,2020-02-01,February,2020,kominfo,2,,
346,Ranjau Paku di Tol Bandara Soekarno-Hatta Arah Pluit ,2020-02-01,February,2020,kominfo,2,,
347,"Penipuan Massal Di Bekasi, Korban Mencapai Satu RT ",2020-02-01,February,2020,kominfo,2,,
348,Daerah Rawan Klitih di Yogyakarta ,2020-02-01,February,2020,kominfo,2,,
349,Penampakan Foto dan Data Harun Masiku Hilang di Google dan Situs KPK ,2020-02-01,February,2020,kominfo,2,,
350,Virus Corona Sampai di Apartemen Taman Anggrek ,2020-02-01,February,2020,kominfo,2,,
351,Aliran Air Akan Mati Selama Perbaikan Pipa PDAM ,2020-02-01,February,2020,kominfo,2,,
352,Lembar Konfirmasi Bank Saldo Rekening King of The King di BNI sebanyak Rp 720 Triliun ,2020-02-01,February,2020,kominfo,2,,
353,Tempat Karantina WNI dari Wuhan Tak Layak ,2020-02-01,February,2020,kominfo,2,,
354,Olimpiade Tokyo 2020 Dibatalkan Akibat Virus Corona ,2020-02-01,February,2020,kominfo,2,,
355,Kereta Mengalah Berhenti Agar Motor dan Kendaraan Lain Melintas ,2020-02-01,February,2020,kominfo,2,,
356,Penerapan Sistem Tilang E-TLE di Brebes ,2020-02-01,February,2020,kominfo,2,,
357,Empat Puluh Ribu TKA China di Morowali Sedang dalam Pengawasan (Karantin,2020-02-01,February,2020,kominfo,2,,
358,Tanggul Kapuk Muara Jebol ,2020-02-01,February,2020,kominfo,2,,
359,Viral Foto Muslim Palestina Ditahan di Penjara Bawah Tanah Israel ,2020-02-01,February,2020,kominfo,2,,
360,Klaim Virus Corona untuk Musnahkan Uighur tapi Malah Bocor di Wuhan ,2020-02-01,February,2020,kominfo,2,,
361,Virus Corona Sudah Masuk Dumai ,2020-02-01,February,2020,kominfo,2,,
362,E-Tilang di Kota Tegal ,2020-02-01,February,2020,kominfo,2,,
363,WHO Serukan untuk Isolasi China karena Virus Corona Wuhan ,2020-02-01,February,2020,kominfo,2,,
364,Video Kunjungan Xi Jinping Untuk Minta Doa Umat Islam ,2020-02-01,February,2020,kominfo,2,,
365,Tim Medis Jepang Berjumlah 000 Orang Tiba di Wuhan ,2020-02-01,February,2020,kominfo,2,,
366,Akibat Virus Corona Babi Dikubur Hidup-Hidup ,2020-02-01,February,2020,kominfo,2,,
367,King of The King Bisa Bikin Indonesia Sejahtera ,2020-02-01,February,2020,kominfo,2,,
368,Kareena Kapoor Semprot Anak Iis Dahlia ,2020-02-01,February,2020,kominfo,2,,
369,Jasad Siswi SMP di Tasikmalaya Sudah Diambil Organ Tubuhnya ,2020-02-01,February,2020,kominfo,2,,
370,Minum Alkohol dapat Membunuh Virus Corona ,2020-02-01,February,2020,kominfo,2,,
371,Foto Korban Jambret di Depan Kantor POM ,2020-02-01,February,2020,kominfo,2,,
372,Foto Anak-Anak Palestina Korban Pembunuhan Pasukan Israel ,2020-02-01,February,2020,kominfo,2,,
373,Sri Mulyani Sebut Pria Kerempeng Banyak Ciptakan Masalah pada Ekonomi ,2020-02-01,February,2020,kominfo,2,,
374,Gempa Berpotensi Tsunami di Bangkalan ,2020-02-01,February,2020,kominfo,2,,
375,Ilmuwan Memprediksi Virus Corona 2019-nCoV Bisa Membunuh 65 Juta Manusia ,2020-02-01,February,2020,kominfo,2,,
376,"Babi Digantung 30 Tahun, Kuliner Ekstrem Terkait Virus Corona ",2020-02-01,February,2020,kominfo,2,,
377,Informasi Pendaftaran BPJS PBI Dinas Sosial Kota Bekasi ,2020-02-01,February,2020,kominfo,2,,
378,Akun Facebook Bupati Aceh Barat Haji Ramli ,2020-02-01,February,2020,kominfo,2,,
379,Ada Uji Coba Tilang E-CCTV Di Kota Banjarnegara ,2020-02-01,February,2020,kominfo,2,,
380,Uji Coba E-Tilang CCTV Kota Bogor ,2020-02-01,February,2020,kominfo,2,,
381,Eminem Selebriti Pertama yang Didiagnosis Virus Corona ,2020-02-01,February,2020,kominfo,2,,
382,Anies Baswedan Mendapat Gelar Amirul Amanah atau Pemimpin yang Amanah dari Arab Saudi ,2020-02-01,February,2020,kominfo,2,,
383,WNA China di Purwakarta Terkena Virus Corona ,2020-02-01,February,2020,kominfo,2,,
384,Foto Buaya di Aliran Sungai Brantas Tulungagung ,2020-02-01,February,2020,kominfo,2,,
385,Foto Penemuan Kontainer Biohazard di Konsulat Jenderal Amerika di Wuhan ,2020-02-01,February,2020,kominfo,2,,
386,"Akun Facebook Bupati Tebo, Jambi ",2020-02-01,February,2020,kominfo,2,,
387,Chip yang Digunakan pada E-KTP untuk Melacak Orang Asli Papua ,2020-02-01,February,2020,kominfo,2,,
388,Chat Penipuan Mengatasnamakan Kepala Desa Pandansari Lor ,2020-02-01,February,2020,kominfo,2,,
389,Virus Corona Ditemukan di Ayam Broiler ,2020-02-01,February,2020,kominfo,2,,
390,Pekerja Pasir Timah di Gunung Bintan Dikabarkan Hilang ,2020-02-01,February,2020,kominfo,2,,
391,"Identitas Korban dan Pelaku Kasus Penemuan Mayat Perempuan Dalam Plastik di Senggigi, Lombok Barat ",2020-02-01,February,2020,kominfo,2,,
392,"154 Ribu Terinfeksi 24 Ribu Tewas, Konglomerat Cina Bocorkan Angka Sebenarnya Korban Virus Corona? ",2020-02-01,February,2020,kominfo,2,,
393,Kasus Bakteri (MRSadalah Kejadian Luar Biasa di Kapuas ,2020-02-01,February,2020,kominfo,2,,
394,"Penculikan Anak di Desa Bringkang, Kecamatan Menganti ",2020-02-01,February,2020,kominfo,2,,
395,Minyak Masak Jenama “ASRI” Adalah Produk Syarikat Leong Hup ? ,2020-02-01,February,2020,kominfo,2,,
396,Panggilan Interview PT Garuda Indonesia pada Tanggal 11 Februari 2020 ,2020-02-01,February,2020,kominfo,2,,
397,"Akun Facebook Mengatasnamakan Ketua TP PKK Kota Manado, Julyeta Paulina Amelia Runtuwene ",2020-02-01,February,2020,kominfo,2,,
398,Daftar Makanan dan Lokasi yang Terkontaminasi Virus Corona di Australia ,2020-02-01,February,2020,kominfo,2,,
399,Akun Palsu Mengatasnamakan Edy Rahmayadi ,2020-02-01,February,2020,kominfo,2,,
400,Dian Anic Calon Wakil Bupati Indramayu ,2020-02-01,February,2020,kominfo,2,,
401,Tugu Palu Arit Telah Berdiri di Jalan Tol Ngawi-Kertosono ,2020-02-01,February,2020,kominfo,2,,
402,Pengurangan Kuota Pupuk Bersubsidi hingga 50 Persen ,2020-02-01,February,2020,kominfo,2,,
403,Video Non Muslim China Ikut Sholat karena Takut Tertular Virus Corona ,2020-02-01,February,2020,kominfo,2,,
404,Gibran Rakabuming Raka telah Dapat Rekomendasi Jadi Calon Walikota Solo pada 9 Februari 2020 ,2020-02-01,February,2020,kominfo,2,,
405,Bahaya Menggunakan Smartphone saat Adanya Petir ,2020-02-01,February,2020,kominfo,2,,
406,Serangan Virus Corona telah Masuk ke Indonesia melalui 19 Bandara di Indonesia ,2020-02-01,February,2020,kominfo,2,,
407,China Minta Persetujuan Bunuh 20 Ribu Pasien Virus Corona ,2020-02-01,February,2020,kominfo,2,,
408,Penculikan Pelajar di SD YKPP 2 Palembang ,2020-02-01,February,2020,kominfo,2,,
409,Thailand Berhasil Sembuhkan Pasien Virus Corona dengan Ganja ,2020-02-01,February,2020,kominfo,2,,
410,Pengumuman Kelulusan SKD CPNS Pemprov Sulawesi Utara ,2020-02-01,February,2020,kominfo,2,,
411,Video Pasien RSJ Grhasia Berjoget-joget ,2020-02-01,February,2020,kominfo,2,,
412,TKA China Ditemukan Meninggal Karena Virus Corona di Meikarta ,2020-02-01,February,2020,kominfo,2,,
413,Dokter Israel Membantu Pasien Corona di China ,2020-02-01,February,2020,kominfo,2,,
414,Indonesia Tak Mampu Deteksi Virus Corona ,2020-02-01,February,2020,kominfo,2,,
415,7 Penumpang Lion Air di Manado Positif Terinfeksi Virus Corona ,2020-02-01,February,2020,kominfo,2,,
416,Video Penampakan Peresmian Payung Raksasa Menutupi Masjidil Haram ,2020-02-01,February,2020,kominfo,2,,
417,Corona di RSUD dMuhammad Zyn Sampang ,2020-02-01,February,2020,kominfo,2,,
418,"Antrian Warga Singapura untuk dapatkan Makanan Halal, Indonesia Malah akan Cabut Label Halal ",2020-02-01,February,2020,kominfo,2,,
419,Mobil Masuk Sawah di Madiun ,2020-02-01,February,2020,kominfo,2,,
420,Orang-orang Mencoba Kabur #China’s #CoronaCamps ,2020-02-01,February,2020,kominfo,2,,
421,Pusat Perbelanjaan Jepang Diskon Harga Masker ,2020-02-01,February,2020,kominfo,2,,
422,Pasien RSUD Abdul Moeloek Di Lampung Meninggal karena Ditelantarkan ,2020-02-01,February,2020,kominfo,2,,
423,Video Puluhan Pasien Virus Corona Kejang-kejang ,2020-02-01,February,2020,kominfo,2,,
424,Akun Facebook Mengatasnamakan Briptu Arie Fitri Melakukan Penjualan Sepeda Motor ,2020-02-01,February,2020,kominfo,2,,
425,Kasi Intel Kejari Kepahiang Meminta Bantuan ,2020-02-01,February,2020,kominfo,2,,
426,Virus Corona Sudah Sampai Kuching dan KL Malaysia ,2020-02-01,February,2020,kominfo,2,,
427,Video Orang Kaya di Wuhan Mulai Stres hingga Menghamburkan Uang ,2020-02-01,February,2020,kominfo,2,,
428,Korban Begal di Kampus UPI Padang ,2020-02-01,February,2020,kominfo,2,,
429,Mata Juling Akibat Kecanduan Game Ular ,2020-02-01,February,2020,kominfo,2,,
430,Video Pengeroyokan Siswa di Kelas ,2020-02-01,February,2020,kominfo,2,,
431,Pimpinan ISIS Abu Bakar Al Baghdadi adalah Agen Mossad Israel ,2020-02-01,February,2020,kominfo,2,,
432,Informasi Kedatangan Pasien Suspect Corona Di RSUD Mardi Waluyo Kota Blitar ,2020-02-01,February,2020,kominfo,2,,
433,Virus Berbahaya Machupo pada Obat Parasetamol Jenis Baru ,2020-02-01,February,2020,kominfo,2,,
434,Penghapusan Guru Honorer ,2020-02-01,February,2020,kominfo,2,,
435,Surat Pengumuman Lelang Jabatan di Kementerian Agama ,2020-02-01,February,2020,kominfo,2,,
436,Program Rekrutmen Pertamina Tahun 2020 ,2020-02-01,February,2020,kominfo,2,,
437,Spanduk Seruan Aksi Turunkan Bupati Bandung Barat Mengatasnamakan PMPRI ,2020-02-01,February,2020,kominfo,2,,
438,Penculikan Anak di Surabaya ,2020-02-01,February,2020,kominfo,2,,
439,"Artikel ""Pihak Istana Tegaskan Warga Tionghoa Bisa Jadi Presiden"" ",2020-02-01,February,2020,kominfo,2,,
440,Video Warga Sukabumi Tersambar Petir ,2020-02-01,February,2020,kominfo,2,,
441,Virus Corona Sudah Masuk Di Saudi Arabia ,2020-02-01,February,2020,kominfo,2,,
442,Burung Gagak Muncul di Wuhan Hubei Karena Mencium Bau Mayat #coronavirus ,2020-02-01,February,2020,kominfo,2,,
443,Virus 2019-nCoV Buatan Negara China? ,2020-02-01,February,2020,kominfo,2,,
444,Ada yang Terjangkit Virus Corona di Kabupaten Bekasi ,2020-02-01,February,2020,kominfo,2,,
445,Hutan Ibu Kota Baru akan Dimusnahkan oleh Pemerintah ,2020-02-01,February,2020,kominfo,2,,
446,Pengadilan Agama Kota Serang Merilis Daftar No WA Janda Januari 2020 ,2020-02-01,February,2020,kominfo,2,,
447,Akun Facebook Mengatasnamakan Camelia Puji Astuti ,2020-02-01,February,2020,kominfo,2,,
448,Satu Warga di Toraja Utara Terjangkit Virus Corona ,2020-02-01,February,2020,kominfo,2,,
449,RSUP Haji Adam Malik Medan Rawat Pasien Virus Corona ,2020-02-01,February,2020,kominfo,2,,
450,Video Pengemudi Mencoba Kabur dari Pemeriksaan Virus Corona ,2020-02-01,February,2020,kominfo,2,,
451,The Simpsons sudah Prediksi Virus Corona ,2020-02-01,February,2020,kominfo,2,,
452,Video Tsunami Jepang 12 Februari 2020 ,2020-02-01,February,2020,kominfo,2,,
453,"Bangkai Buaya di Jembatan Kembar, Gowa Sulawesi Selatan ",2020-02-01,February,2020,kominfo,2,,
454,Penculikan Anak SDN Sambong Kecamatan Batang ,2020-02-01,February,2020,kominfo,2,,
455,Makan Timun Saat Haid dapat Memicu Kista dan Kanker Ovarium ,2020-02-01,February,2020,kominfo,2,,
456,Kokain Ampuh Hancurkan Virus Corona ,2020-02-01,February,2020,kominfo,2,,
457,Panggilan Tes Seleksi Calon Karyawan PAngkasa Pura II pada Tanggal 17 Februari 2020 ,2020-02-01,February,2020,kominfo,2,,
458,China Tembak Massal Warga Wuhan yang Terinfeksi Virus Corona ,2020-02-01,February,2020,kominfo,2,,
459,Foto Pengikut ISIS yang Membunuh Muslim ,2020-02-01,February,2020,kominfo,2,,
460,Akhirnya Indonesia Menerapkan Hukuman Mati bagi Koruptor ,2020-02-01,February,2020,kominfo,2,,
461,Turis China dari Bali Positif Terjangkit Virus Corona ,2020-02-01,February,2020,kominfo,2,,
462,Viral Konser Dihentikan Tiba-tiba Dikarenakan Gedung Bergoyang seperti Gempa ,2020-02-01,February,2020,kominfo,2,,
463,Penculikan Anak di Bandung Barat ,2020-02-01,February,2020,kominfo,2,,
464,Virus Corona Berasal dari Cula Badak ,2020-02-01,February,2020,kominfo,2,,
465,Informasi Penculikan Anak SD Inpres Malompo oleh OTK ,2020-02-01,February,2020,kominfo,2,,
466,Pesan Berantai Pengangkatan Honorer K2 jadi PNS ,2020-02-01,February,2020,kominfo,2,,
